,0
5797,6
5798,3
5799,6
5800,3
5801,5
5802,1
5803,0
5804,5
5805,4
5806,4
5807,5
5808,0
5809,6
5810,0
5811,1
5812,5
5813,4
5814,4
5815,2
5816,4
5817,2
5818,2
5819,5
5820,4
5821,1
5822,4
5823,3
5824,5
5825,6
5826,6
5827,2
5828,0
5829,3
5830,4
5831,5
5832,1
5833,1
5834,3
5835,2
5836,6
5837,6
5838,1
5839,5
5840,4
5841,4
5842,4
5843,2
5844,6
5845,1
5846,4
5847,3
5848,6
5849,2
5850,5
5851,3
5852,1
5853,3
5854,5
5855,6
5856,4
5857,3
5858,3
5859,2
5860,3
5861,2
5862,3
5863,4
5864,2
5865,6
5866,3
5867,4
5868,4
5869,2
5870,2
5871,3
5872,3
5873,2
5874,4
5875,5
5876,2
5877,4
5878,6
5879,2
5880,3
5881,2
5882,6
5883,5
5884,3
5885,0
5886,2
5887,6
5888,5
5889,0
5890,2
5891,6
5892,1
5893,1
5894,4
5895,5
5896,2
5897,4
5898,1
5899,3
5900,0
5901,2
5902,5
5903,5
5904,4
5905,0
5906,2
5907,6
5908,0
5909,0
5910,6
5911,2
5912,2
5913,6
5914,6
5915,5
5916,3
5917,5
5918,4
5919,3
5920,1
5921,2
5922,5
5923,4
5924,4
5925,5
5926,3
5927,2
5928,2
5929,0
5930,5
5931,2
5932,6
5933,4
5934,6
5935,0
5936,6
5937,2
5938,2
5939,4
5940,5
5941,6
5942,0
5943,5
5944,2
5945,2
5946,6
5947,5
5948,2
5949,3
5950,2
5951,2
5952,4
5953,4
5954,2
5955,3
5956,6
5957,5
5958,1
5959,6
5960,4
5961,3
5962,6
5963,0
5964,6
5965,5
5966,5
5967,5
5968,5
5969,3
5970,0
5971,2
5972,5
5973,5
5974,6
5975,3
5976,6
5977,5
5978,4
5979,1
5980,5
5981,6
5982,2
5983,3
5984,4
5985,6
5986,2
5987,1
5988,2
5989,2
5990,3
5991,3
5992,2
5993,6
5994,5
5995,6
5996,6
5997,3
5998,4
5999,0
6000,2
6001,4
6002,6
6003,4
6004,3
6005,1
6006,6
6007,1
6008,6
6009,4
6010,3
6011,3
6012,0
6013,5
6014,0
6015,2
6016,6
6017,3
6018,4
6019,6
6020,2
6021,2
6022,6
6023,4
6024,2
6025,1
6026,2
6027,4
6028,3
6029,5
6030,6
6031,6
6032,1
6033,3
6034,3
6035,5
6036,6
6037,4
6038,6
6039,6
6040,2
6041,5
6042,2
6043,2
6044,5
6045,2
6046,0
6047,3
6048,6
6049,6
6050,4
6051,5
6052,5
6053,4
6054,5
6055,0
6056,4
6057,3
6058,1
6059,4
6060,1
6061,5
6062,5
6063,0
6064,6
6065,2
6066,0
6067,0
6068,4
6069,3
6070,0
6071,5
6072,2
6073,6
6074,0
6075,0
6076,4
6077,2
6078,5
6079,3
6080,4
6081,6
6082,2
6083,4
6084,6
6085,0
6086,6
6087,3
6088,4
6089,2
6090,2
6091,2
6092,1
6093,5
6094,5
6095,4
6096,6
6097,6
6098,2
6099,3
6100,2
6101,5
6102,4
6103,5
6104,4
6105,2
6106,4
6107,2
6108,2
6109,0
6110,6
6111,6
6112,4
6113,3
6114,0
6115,4
6116,3
6117,6
6118,3
6119,3
6120,5
6121,2
6122,5
6123,5
6124,6
6125,2
6126,1
6127,5
6128,0
6129,0
6130,4
6131,3
6132,1
6133,6
6134,6
6135,2
6136,1
6137,5
6138,3
6139,0
6140,2
6141,0
6142,6
6143,3
6144,6
6145,0
6146,3
6147,6
6148,1
6149,6
6150,0
6151,3
6152,6
6153,3
6154,5
6155,3
6156,5
6157,4
6158,6
6159,3
6160,6
6161,6
6162,3
6163,0
6164,6
6165,3
6166,3
6167,2
6168,0
6169,1
6170,1
6171,1
6172,0
6173,6
6174,0
6175,4
6176,3
6177,3
6178,5
6179,1
6180,6
6181,1
6182,6
6183,3
6184,6
6185,4
6186,5
6187,2
6188,3
6189,6
6190,6
6191,5
6192,5
6193,1
6194,2
6195,6
6196,4
6197,0
6198,5
6199,2
6200,1
6201,4
6202,6
6203,0
6204,6
6205,1
6206,2
6207,6
6208,2
6209,0
6210,2
6211,1
6212,4
6213,5
6214,2
6215,5
6216,3
6217,2
6218,2
6219,2
6220,6
6221,4
6222,1
6223,2
6224,4
6225,6
6226,0
6227,2
6228,3
6229,2
6230,0
6231,6
6232,1
6233,5
6234,3
6235,6
6236,6
6237,3
6238,5
6239,5
6240,5
6241,2
6242,1
6243,6
6244,4
6245,4
6246,3
6247,2
6248,6
6249,1
6250,6
6251,4
6252,2
6253,2
6254,6
6255,6
6256,6
6257,6
6258,4
6259,4
6260,5
6261,2
6262,5
6263,5
6264,1
6265,1
6266,1
6267,5
6268,2
6269,6
6270,5
6271,5
6272,0
6273,6
6274,4
6275,4
6276,3
6277,5
6278,6
6279,5
6280,2
6281,2
6282,2
6283,0
6284,0
6285,2
6286,4
6287,0
6288,4
6289,3
6290,6
6291,2
6292,1
6293,2
6294,5
6295,6
6296,1
6297,4
6298,5
6299,1
6300,2
6301,0
6302,2
6303,3
6304,2
6305,1
6306,1
6307,2
6308,6
6309,4
6310,1
6311,2
6312,2
6313,4
6314,2
6315,0
6316,5
6317,5
6318,2
6319,6
6320,5
6321,2
6322,5
6323,6
6324,1
6325,6
6326,4
6327,0
6328,2
6329,4
6330,6
6331,5
6332,6
6333,1
6334,0
6335,3
6336,4
6337,4
6338,2
6339,5
6340,0
6341,2
6342,6
6343,4
6344,4
6345,4
6346,3
6347,5
6348,4
6349,6
6350,2
6351,3
6352,6
6353,5
6354,1
6355,5
6356,6
6357,5
6358,2
6359,4
6360,2
6361,3
6362,4
6363,2
6364,3
6365,5
6366,2
6367,1
6368,1
6369,4
6370,5
6371,5
6372,0
6373,6
6374,6
6375,3
6376,1
6377,6
6378,2
6379,4
6380,5
6381,4
6382,6
6383,6
6384,5
6385,6
6386,2
6387,1
6388,2
6389,2
6390,6
6391,1
6392,2
6393,4
6394,6
6395,0
6396,1
6397,2
6398,6
6399,5
6400,3
6401,4
6402,3
6403,6
6404,4
6405,5
6406,2
6407,3
6408,3
6409,5
6410,3
6411,2
6412,2
6413,6
6414,1
6415,1
6416,3
6417,0
6418,6
6419,1
6420,4
6421,4
6422,3
6423,3
6424,6
6425,5
6426,6
6427,6
6428,2
6429,6
6430,2
6431,4
6432,4
6433,1
6434,6
6435,4
6436,1
6437,2
6438,4
6439,2
6440,6
6441,2
6442,5
6443,0
6444,4
6445,4
6446,3
6447,2
6448,2
6449,6
6450,3
6451,6
6452,6
6453,6
6454,5
6455,6
6456,5
6457,2
6458,2
6459,3
6460,5
6461,4
6462,2
6463,2
6464,4
6465,5
6466,4
6467,2
6468,3
6469,2
6470,2
6471,5
6472,0
6473,5
6474,2
6475,0
6476,0
6477,2
6478,2
6479,4
6480,3
6481,2
6482,6
6483,4
6484,2
6485,3
6486,0
6487,3
6488,6
6489,1
6490,6
6491,6
6492,6
6493,2
6494,6
6495,5
6496,4
6497,0
6498,2
6499,1
6500,3
6501,6
6502,4
6503,3
6504,3
6505,5
6506,5
6507,4
6508,1
6509,3
6510,6
6511,0
6512,4
6513,5
6514,4
6515,2
6516,3
6517,6
6518,4
6519,2
6520,4
6521,6
6522,6
6523,2
6524,0
6525,2
6526,5
6527,2
6528,6
6529,1
6530,6
6531,2
6532,2
6533,4
6534,6
6535,6
6536,2
6537,4
6538,6
6539,2
6540,2
6541,2
6542,6
6543,3
6544,5
6545,2
6546,4
6547,2
6548,4
6549,1
6550,3
6551,5
6552,3
6553,3
6554,4
6555,3
6556,6
6557,4
6558,5
6559,3
6560,4
6561,5
6562,4
6563,5
6564,1
6565,3
6566,6
6567,3
6568,1
6569,4
6570,0
6571,0
6572,0
6573,0
6574,2
6575,4
6576,4
6577,0
6578,0
6579,5
6580,4
6581,6
6582,4
6583,4
6584,5
6585,6
6586,3
6587,4
6588,6
6589,2
6590,4
6591,2
6592,3
6593,0
6594,2
6595,2
6596,3
6597,1
6598,0
6599,0
6600,5
6601,6
6602,6
6603,2
6604,5
6605,1
6606,2
6607,5
6608,4
6609,2
6610,1
6611,3
6612,4
6613,5
6614,5
6615,6
6616,0
6617,0
6618,5
6619,4
6620,4
6621,1
6622,3
6623,2
6624,6
6625,5
6626,0
6627,6
6628,6
6629,4
6630,6
6631,3
6632,2
6633,2
6634,1
6635,4
6636,3
6637,3
6638,5
6639,4
6640,2
6641,2
6642,1
6643,3
6644,5
6645,0
6646,1
6647,2
6648,6
6649,4
6650,6
6651,6
6652,4
6653,6
6654,4
6655,6
6656,3
6657,6
6658,1
6659,2
6660,0
6661,2
6662,2
6663,6
6664,3
6665,5
6666,2
6667,2
6668,6
6669,2
6670,2
6671,5
6672,4
6673,5
6674,5
6675,4
6676,4
6677,2
6678,2
6679,3
6680,6
6681,4
6682,4
6683,4
6684,3
6685,2
6686,5
6687,2
6688,5
6689,6
6690,0
6691,1
6692,6
6693,2
6694,2
6695,5
6696,1
6697,3
6698,4
6699,6
6700,5
6701,0
6702,5
6703,2
6704,6
6705,2
6706,4
6707,3
6708,4
6709,5
6710,1
6711,3
6712,3
6713,3
6714,1
6715,6
6716,3
6717,4
6718,2
6719,3
6720,6
6721,2
6722,2
6723,6
6724,6
6725,0
6726,1
6727,3
6728,2
6729,5
6730,6
6731,5
6732,6
6733,2
6734,2
6735,2
6736,2
6737,1
6738,2
6739,6
6740,5
6741,0
6742,4
6743,5
6744,6
6745,2
6746,2
6747,6
6748,6
6749,4
6750,5
6751,2
6752,5
6753,0
6754,2
6755,4
6756,4
6757,2
6758,1
6759,5
6760,4
6761,6
6762,2
6763,3
6764,0
6765,4
6766,1
6767,5
6768,2
6769,2
6770,0
6771,6
6772,4
6773,3
6774,2
6775,1
6776,1
6777,3
6778,6
6779,6
6780,1
6781,2
6782,3
6783,2
6784,6
6785,2
6786,4
6787,6
6788,3
6789,5
6790,1
6791,3
6792,6
6793,1
6794,5
6795,3
6796,3
6797,2
6798,1
6799,5
6800,4
6801,5
6802,3
6803,6
6804,2
6805,1
6806,2
6807,0
6808,2
6809,6
6810,0
6811,6
6812,5
6813,0
6814,2
6815,2
6816,3
6817,2
6818,1
6819,6
6820,4
6821,3
6822,1
6823,2
6824,1
6825,4
6826,2
6827,6
6828,6
6829,3
6830,5
6831,5
6832,3
6833,6
6834,5
6835,4
6836,0
6837,1
6838,1
6839,3
6840,0
6841,6
6842,2
6843,1
6844,6
6845,6
6846,1
6847,2
6848,5
6849,3
6850,1
6851,5
6852,5
6853,3
6854,2
6855,2
6856,3
6857,6
6858,4
6859,2
6860,1
6861,4
6862,4
6863,6
6864,5
6865,5
6866,6
6867,6
6868,0
6869,1
6870,4
6871,6
6872,4
6873,6
6874,1
6875,4
6876,2
6877,6
6878,6
6879,5
6880,0
6881,1
6882,2
6883,2
6884,6
6885,4
6886,0
6887,6
6888,3
6889,2
6890,2
6891,0
6892,5
6893,2
6894,0
6895,2
6896,2
6897,0
6898,1
6899,6
6900,6
6901,2
6902,5
6903,3
6904,4
6905,3
6906,0
6907,5
6908,4
6909,6
6910,3
6911,2
6912,6
6913,2
6914,4
6915,3
6916,2
6917,1
6918,4
6919,1
6920,2
6921,5
6922,1
6923,2
6924,6
6925,6
6926,5
6927,4
6928,6
6929,6
6930,2
6931,5
6932,0
6933,5
6934,3
6935,2
6936,2
6937,1
6938,0
6939,4
6940,5
6941,3
6942,4
6943,4
6944,6
6945,6
6946,2
6947,3
6948,0
6949,2
6950,6
6951,6
6952,5
6953,6
6954,2
6955,5
6956,5
6957,6
6958,2
6959,3
6960,5
6961,6
6962,2
6963,4
6964,5
6965,3
6966,6
6967,0
6968,0
6969,5
6970,5
6971,6
6972,5
6973,4
6974,2
6975,1
6976,3
6977,4
6978,6
6979,6
6980,0
6981,1
6982,0
6983,6
6984,2
6985,1
6986,3
6987,3
6988,6
6989,5
6990,4
6991,4
6992,3
6993,4
6994,2
6995,2
6996,4
6997,4
6998,0
6999,3
7000,0
7001,4
7002,5
7003,2
7004,3
7005,1
7006,1
7007,6
7008,2
7009,5
7010,3
7011,4
7012,6
7013,3
7014,6
7015,1
7016,2
7017,6
7018,4
7019,5
7020,2
7021,0
7022,1
7023,5
7024,6
7025,2
7026,5
7027,6
7028,0
7029,3
7030,4
7031,1
7032,4
7033,1
7034,3
7035,6
7036,2
7037,2
7038,2
7039,6
7040,5
7041,5
7042,1
7043,4
7044,4
7045,4
7046,5
7047,2
7048,0
7049,1
7050,0
7051,4
7052,3
7053,4
7054,0
7055,0
7056,2
7057,6
7058,2
7059,6
7060,4
7061,5
7062,5
7063,0
7064,6
7065,4
7066,2
7067,3
7068,4
7069,0
7070,4
7071,6
7072,5
7073,6
7074,3
7075,6
7076,6
7077,2
7078,6
7079,5
7080,3
7081,6
7082,2
7083,6
7084,6
7085,6
7086,6
7087,2
7088,1
7089,2
7090,0
7091,3
7092,4
7093,4
7094,2
7095,2
7096,2
7097,2
7098,6
7099,2
7100,2
7101,5
7102,0
7103,2
7104,3
7105,1
7106,0
7107,6
7108,4
7109,4
7110,5
7111,4
7112,3
7113,3
7114,1
7115,2
7116,6
7117,4
7118,2
7119,6
7120,2
7121,4
7122,6
7123,2
7124,3
7125,5
7126,3
7127,5
7128,2
7129,4
7130,3
7131,1
7132,1
7133,3
7134,4
7135,3
7136,4
7137,3
7138,0
7139,5
7140,5
7141,6
7142,4
7143,2
7144,3
7145,6
7146,2
7147,2
7148,4
7149,6
7150,2
7151,1
7152,0
7153,6
7154,6
7155,5
7156,1
7157,2
7158,0
7159,3
7160,6
7161,6
7162,4
7163,4
7164,4
7165,5
7166,5
7167,3
7168,0
7169,3
7170,3
7171,5
7172,4
7173,3
7174,2
7175,4
7176,5
7177,5
7178,4
7179,2
7180,5
7181,4
7182,2
7183,2
7184,0
7185,0
7186,2
7187,4
7188,4
7189,6
7190,3
7191,2
7192,2
7193,0
7194,5
7195,4
7196,6
7197,2
7198,1
7199,5
7200,1
7201,4
7202,2
7203,6
7204,6
7205,2
7206,5
7207,4
7208,4
7209,2
7210,6
7211,2
7212,4
7213,2
7214,2
7215,2
7216,5
7217,5
7218,4
7219,2
7220,4
7221,3
7222,2
7223,3
7224,0
7225,0
7226,4
7227,0
7228,5
7229,0
7230,4
7231,1
7232,5
7233,5
7234,5
7235,1
7236,5
7237,5
7238,3
7239,3
7240,1
7241,2
7242,1
7243,1
7244,2
7245,3
7246,2
7247,3
7248,2
7249,5
7250,2
7251,2
7252,1
7253,2
7254,3
7255,6
7256,2
7257,1
7258,4
7259,6
7260,0
7261,1
7262,6
7263,6
7264,0
7265,5
7266,2
7267,0
7268,6
7269,3
7270,2
7271,6
7272,2
7273,5
7274,6
7275,3
7276,4
7277,5
7278,2
7279,0
7280,2
7281,5
7282,3
7283,4
7284,1
7285,3
7286,4
7287,2
7288,1
7289,6
7290,6
7291,2
7292,5
7293,2
7294,3
7295,2
7296,6
7297,5
7298,3
7299,2
7300,1
7301,5
7302,4
7303,4
7304,2
7305,3
7306,1
7307,4
7308,0
7309,0
7310,3
7311,3
7312,3
7313,6
7314,1
7315,2
7316,1
7317,2
7318,2
7319,2
7320,6
7321,4
7322,6
7323,2
7324,3
7325,5
7326,6
7327,2
7328,3
7329,2
7330,0
7331,1
7332,5
7333,6
7334,5
7335,0
7336,3
7337,3
7338,3
7339,6
7340,5
7341,0
7342,5
7343,1
7344,3
7345,6
7346,0
7347,1
7348,1
7349,4
7350,1
7351,6
7352,6
7353,2
7354,6
7355,2
7356,1
7357,4
7358,1
7359,4
7360,1
7361,3
7362,1
7363,3
7364,5
7365,4
7366,1
7367,3
7368,5
7369,4
7370,5
7371,4
7372,1
7373,3
7374,4
7375,5
7376,6
7377,1
7378,1
7379,1
7380,6
7381,0
7382,6
7383,5
7384,6
7385,1
7386,6
7387,4
7388,1
7389,4
7390,5
7391,2
7392,0
7393,0
7394,3
7395,2
7396,2
7397,2
7398,6
7399,2
7400,1
7401,2
7402,4
7403,4
7404,1
7405,4
7406,6
7407,2
7408,3
7409,0
7410,6
7411,2
7412,2
7413,4
7414,5
7415,1
7416,2
7417,5
7418,5
7419,5
7420,2
7421,1
7422,5
7423,4
7424,6
7425,3
7426,3
7427,6
7428,2
7429,2
7430,5
7431,4
7432,4
7433,4
7434,2
7435,5
7436,6
7437,4
7438,6
7439,2
7440,6
7441,3
7442,2
7443,5
7444,6
7445,6
7446,0
7447,2
7448,5
7449,2
7450,1
7451,2
7452,2
7453,5
7454,3
7455,3
7456,6
7457,4
7458,6
7459,1
7460,0
7461,3
7462,5
7463,4
7464,6
7465,5
7466,2
7467,4
7468,0
7469,0
7470,2
7471,4
7472,6
7473,5
7474,6
7475,6
7476,6
7477,2
7478,5
7479,4
7480,3
7481,2
7482,1
7483,2
7484,5
7485,6
7486,6
7487,5
7488,6
7489,0
7490,6
7491,0
7492,6
7493,2
7494,2
7495,0
7496,5
7497,6
7498,2
7499,3
7500,2
7501,5
7502,1
7503,0
7504,0
7505,3
7506,6
7507,3
7508,4
7509,6
7510,3
7511,4
7512,0
7513,3
7514,4
7515,2
7516,5
7517,6
7518,3
7519,5
7520,0
7521,2
7522,6
7523,0
7524,4
7525,1
7526,0
7527,0
7528,3
7529,6
7530,2
7531,3
7532,4
7533,1
7534,1
7535,5
7536,3
7537,3
7538,2
7539,0
7540,2
7541,1
7542,4
7543,1
7544,2
7545,2
7546,1
7547,5
7548,5
7549,4
7550,1
7551,4
7552,6
7553,6
7554,2
7555,0
7556,5
7557,6
7558,4
7559,6
7560,4
7561,6
7562,0
7563,4
7564,0
7565,2
7566,6
7567,1
7568,4
7569,4
7570,5
7571,2
7572,1
7573,4
7574,5
7575,4
7576,6
7577,0
7578,4
7579,5
7580,2
7581,3
7582,6
7583,3
7584,2
7585,6
7586,3
7587,3
7588,6
7589,2
7590,6
7591,4
7592,1
7593,0
7594,4
7595,4
7596,2
7597,1
7598,1
7599,6
7600,1
7601,4
7602,2
7603,0
7604,2
7605,5
7606,4
7607,2
7608,1
7609,3
7610,3
7611,2
7612,5
7613,2
7614,2
7615,2
7616,3
7617,2
7618,1
7619,2
7620,5
7621,6
7622,5
7623,2
7624,4
7625,2
7626,4
7627,2
7628,2
7629,5
7630,5
7631,4
7632,6
7633,6
7634,5
7635,2
7636,6
7637,2
7638,2
7639,2
7640,6
7641,2
7642,2
7643,1
7644,6
7645,4
7646,6
7647,5
7648,6
7649,5
7650,2
7651,1
7652,5
7653,6
7654,4
7655,0
7656,2
7657,2
7658,4
7659,5
7660,5
7661,2
7662,3
7663,1
7664,6
7665,5
7666,2
7667,6
7668,2
7669,6
7670,5
7671,6
7672,5
7673,0
7674,2
7675,4
7676,2
7677,6
7678,4
7679,2
7680,2
7681,0
7682,6
7683,2
7684,5
7685,3
7686,2
7687,0
7688,2
7689,6
7690,4
7691,0
7692,3
7693,1
7694,5
7695,4
7696,6
7697,2
7698,5
7699,3
7700,2
7701,4
7702,6
7703,2
7704,2
7705,3
7706,6
7707,3
7708,5
7709,2
7710,6
7711,3
7712,6
7713,3
7714,2
7715,2
7716,6
7717,6
7718,0
7719,4
7720,6
7721,3
7722,3
7723,6
7724,6
7725,2
7726,1
7727,3
7728,3
7729,0
7730,6
7731,2
7732,6
7733,5
7734,0
7735,2
7736,2
7737,6
7738,2
7739,4
7740,6
7741,5
7742,5
7743,3
7744,5
7745,5
7746,0
7747,5
7748,1
7749,3
7750,1
7751,6
7752,1
7753,5
7754,2
7755,5
7756,4
7757,5
7758,2
7759,0
7760,4
7761,6
7762,3
7763,4
7764,5
7765,5
7766,0
7767,0
7768,4
7769,6
7770,3
7771,0
7772,0
7773,4
7774,5
7775,4
7776,2
7777,0
7778,5
7779,6
7780,3
7781,6
7782,4
7783,6
7784,2
7785,6
7786,4
7787,6
7788,6
7789,5
7790,5
7791,2
7792,5
7793,4
7794,2
7795,2
7796,5
7797,4
7798,2
7799,6
7800,5
7801,5
7802,2
7803,0
7804,4
7805,4
7806,0
7807,5
7808,2
7809,2
7810,3
7811,5
7812,4
7813,5
7814,1
7815,2
7816,2
7817,6
7818,2
7819,5
7820,5
7821,6
7822,5
7823,6
7824,3
7825,0
7826,3
7827,2
7828,1
7829,1
7830,2
7831,1
7832,5
7833,5
7834,5
7835,5
7836,6
7837,6
7838,5
7839,3
7840,2
7841,3
7842,4
7843,2
7844,5
7845,2
7846,5
7847,0
7848,1
7849,4
7850,1
7851,5
7852,2
7853,4
7854,6
7855,6
7856,5
7857,6
7858,2
7859,6
7860,1
7861,2
7862,3
7863,2
7864,1
7865,6
7866,2
7867,4
7868,3
7869,0
7870,6
7871,6
7872,3
7873,2
7874,2
7875,1
7876,2
7877,5
7878,2
7879,0
7880,4
7881,6
7882,5
7883,4
7884,4
7885,0
7886,5
7887,2
7888,3
7889,6
7890,2
7891,2
7892,1
7893,0
7894,1
7895,4
7896,2
7897,3
7898,3
7899,2
7900,0
7901,5
7902,2
7903,4
7904,0
7905,4
7906,1
7907,0
7908,1
7909,4
7910,2
7911,4
7912,6
7913,4
7914,3
7915,1
7916,1
7917,3
7918,1
7919,2
7920,5
7921,3
7922,3
7923,0
7924,4
7925,5
7926,3
7927,5
7928,1
7929,6
7930,1
7931,6
7932,6
7933,2
7934,2
7935,4
7936,2
7937,6
7938,2
7939,1
7940,0
7941,6
7942,2
7943,1
7944,2
7945,1
7946,6
7947,3
7948,1
7949,4
7950,3
7951,0
7952,1
7953,3
7954,6
7955,6
7956,2
7957,2
7958,4
7959,0
7960,0
7961,4
7962,1
7963,0
7964,1
7965,2
7966,5
7967,5
7968,1
7969,3
7970,3
7971,6
7972,0
7973,5
7974,5
7975,4
7976,2
7977,3
7978,1
7979,5
7980,0
7981,6
7982,3
7983,5
7984,6
7985,2
7986,6
7987,2
7988,5
7989,6
7990,2
7991,4
7992,0
7993,4
7994,5
7995,6
7996,3
7997,2
7998,2
7999,3
8000,5
8001,6
8002,0
8003,3
8004,2
8005,0
8006,0
8007,2
8008,5
8009,2
8010,5
8011,3
8012,2
8013,3
8014,2
8015,3
8016,4
8017,3
8018,3
8019,4
8020,6
8021,3
8022,3
8023,5
8024,4
8025,6
8026,5
8027,2
8028,1
8029,2
8030,2
8031,0
8032,4
8033,6
8034,3
8035,5
8036,0
8037,4
8038,3
8039,4
8040,5
8041,0
8042,4
8043,6
8044,2
8045,2
8046,0
8047,3
8048,4
8049,5
8050,3
8051,0
8052,5
8053,3
8054,5
8055,6
8056,6
8057,6
8058,2
8059,0
8060,4
8061,5
8062,2
8063,5
8064,3
8065,5
8066,5
8067,5
8068,6
8069,6
8070,1
8071,6
8072,5
8073,5
8074,5
8075,1
8076,0
8077,6
8078,6
8079,2
8080,4
8081,2
8082,0
8083,6
8084,4
8085,2
8086,3
8087,6
8088,2
8089,0
8090,5
8091,6
8092,4
8093,3
8094,0
8095,6
8096,5
8097,5
8098,3
8099,5
8100,5
8101,3
8102,6
8103,3
8104,6
8105,2
8106,2
8107,0
8108,6
8109,0
8110,2
8111,0
8112,5
8113,2
8114,0
8115,2
8116,5
8117,6
8118,6
8119,3
8120,6
8121,5
8122,2
8123,0
8124,6
8125,6
8126,3
8127,5
8128,1
8129,2
8130,2
8131,3
8132,3
8133,6
8134,3
8135,6
8136,3
8137,1
8138,6
8139,4
8140,1
8141,1
8142,1
8143,2
8144,1
8145,5
8146,3
8147,6
8148,6
8149,6
8150,1
8151,0
8152,5
8153,1
8154,0
8155,0
8156,1
8157,2
8158,6
8159,2
8160,3
8161,4
8162,1
8163,6
8164,6
8165,2
8166,0
8167,6
8168,2
8169,0
8170,2
8171,0
8172,3
8173,2
8174,2
8175,5
8176,0
8177,3
8178,1
8179,3
8180,3
8181,6
8182,2
8183,1
8184,0
8185,3
8186,6
8187,0
8188,3
8189,6
8190,0
8191,3
8192,6
8193,6
8194,1
8195,5
8196,6
8197,6
8198,1
8199,0
8200,3
8201,3
8202,3
8203,1
8204,1
8205,1
8206,3
8207,2
8208,5
8209,1
8210,2
8211,1
8212,2
8213,3
8214,6
8215,6
8216,2
8217,0
8218,6
8219,5
8220,5
8221,6
8222,5
8223,6
8224,3
8225,6
8226,0
8227,3
8228,1
8229,5
8230,5
8231,1
8232,2
8233,0
8234,0
8235,3
8236,1
8237,0
8238,2
8239,6
8240,0
8241,3
8242,3
8243,0
8244,5
8245,2
8246,0
8247,2
8248,2
8249,6
8250,1
8251,2
8252,2
8253,2
8254,1
8255,3
8256,1
8257,1
8258,2
8259,0
8260,3
8261,0
8262,2
8263,3
8264,3
8265,1
8266,2
8267,2
8268,2
8269,2
8270,1
8271,6
8272,3
8273,1
8274,2
8275,0
8276,0
8277,2
8278,1
8279,0
8280,1
8281,3
8282,2
8283,2
8284,1
8285,2
8286,2
8287,2
8288,0
8289,1
8290,1
8291,0
8292,2
8293,2
8294,2
8295,1
8296,3
8297,0
8298,2
8299,2
8300,3
8301,4
8302,2
8303,0
8304,0
8305,1
8306,3
8307,3
8308,2
8309,3
8310,2
8311,2
8312,5
8313,2
8314,2
8315,2
8316,0
8317,2
8318,3
8319,0
8320,6
8321,0
8322,3
8323,2
8324,3
8325,3
8326,1
8327,2
8328,0
8329,3
8330,1
8331,3
8332,1
8333,6
8334,2
8335,1
8336,3
8337,3
8338,2
8339,3
8340,5
8341,2
8342,0
8343,3
8344,2
8345,3
8346,4
8347,1
8348,3
8349,1
8350,3
8351,3
8352,3
8353,1
8354,0
8355,2
8356,3
8357,3
8358,3
8359,3
8360,1
8361,4
8362,6
8363,0
8364,1
8365,1
8366,2
8367,0
8368,3
8369,1
8370,0
8371,3
8372,3
8373,2
8374,1
8375,0
8376,3
8377,2
8378,1
8379,1
8380,3
8381,3
8382,1
8383,1
8384,2
8385,3
8386,2
8387,2
8388,3
8389,3
8390,2
8391,2
8392,3
8393,1
8394,2
8395,1
8396,3
8397,3
8398,3
8399,2
8400,2
8401,0
8402,0
8403,3
8404,2
8405,3
8406,2
8407,2
8408,2
8409,2
8410,2
8411,0
8412,2
8413,2
8414,2
8415,3
8416,0
8417,0
8418,0
8419,1
8420,6
8421,1
8422,2
8423,0
8424,3
8425,3
8426,0
8427,2
8428,1
8429,3
8430,2
8431,6
8432,2
8433,2
8434,3
8435,3
8436,3
8437,0
8438,0
8439,0
8440,0
8441,2
8442,3
8443,3
8444,2
8445,2
8446,2
8447,6
8448,3
8449,2
8450,2
8451,1
8452,1
8453,1
8454,3
8455,1
8456,3
8457,1
8458,0
8459,1
8460,2
8461,1
8462,2
8463,2
8464,1
8465,2
8466,2
8467,2
8468,0
8469,0
8470,1
8471,0
8472,1
8473,3
8474,6
8475,1
8476,2
8477,0
8478,3
8479,0
8480,3
8481,6
8482,3
8483,3
8484,2
8485,2
8486,6
8487,2
8488,0
8489,2
8490,3
8491,3
8492,2
8493,0
8494,2
8495,3
8496,1
8497,2
8498,6
8499,3
8500,3
8501,0
8502,3
8503,2
8504,2
8505,0
8506,2
8507,2
8508,2
8509,2
8510,5
8511,0
8512,3
8513,2
8514,2
8515,2
8516,6
8517,5
8518,2
8519,0
8520,1
8521,2
8522,3
8523,3
8524,1
8525,0
8526,0
8527,0
8528,6
8529,2
8530,1
8531,0
8532,1
8533,1
8534,1
8535,3
8536,6
8537,3
8538,3
8539,3
8540,2
8541,2
8542,3
8543,1
8544,2
8545,2
8546,2
8547,0
8548,0
8549,2
8550,2
8551,0
8552,2
8553,4
8554,3
8555,1
8556,2
8557,3
8558,1
8559,2
8560,3
8561,1
8562,1
8563,4
8564,0
8565,3
8566,1
8567,1
8568,3
8569,0
8570,5
8571,2
8572,1
8573,1
8574,2
8575,3
8576,2
8577,4
8578,2
8579,2
8580,0
8581,2
8582,2
8583,3
8584,1
8585,0
8586,3
8587,3
8588,1
8589,2
8590,2
8591,2
8592,1
8593,0
8594,3
8595,2
